NOME,VALOR[R$],TIPO,AREA[M2],QUARTOS,BANHEIROS,VAGAS GARAGEM,CONDOMINIO[R$],IPTU[R$],LOGRADOURO,MUNICIPIO,BAIRRO,CEP,IMAGENS,CODIGO,DATA_ANUNCIO,LINK,GASTOS_ANO[R$],Academia,Ar condicionado,Armários na cozinha,Armários no quarto,Churrasqueira,Condomínio fechado,Elevador,Mobiliado,Permitido animais,Piscina,Portaria,Porteiro 24h,Quarto de serviço,Salão de festas,Segurança 24h,Varanda,Área de serviço,Portão eletrônico,Área murada,LATITUDE,LONGITUDE
Apartamento de 2 quartos com 70m² em Forquilhinhas - São José,2150.0,Apartamento padrão,70,2,2,1,325,100,Rua Humberto Anibal Climaco,São José,Forquilhinha,88106509,18.0,1156155053,22/03 às 20:35,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/apartamento-de-2-quartos-com-70m-em-forquilhinhas-sao-jose-1156155053,4000,1,0,0,0,1,1,1,1,1,1,1,0,0,1,0,1,0,0,0,-27.602189,-48.6364049
FLORIANóPOLIS - Apartamento Padrão - Jurerê,6970.0,Apartamento padrão,70,2,1,2,0,0,Rua dos Jaús,Florianópolis,Jurerê Internacional,88053402,18.0,1142163312,22/03 às 20:45,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/florianopolis-apartamento-padrao-jurere-1142163312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-27.446852,-48.5020233
SãO JOSé - Studio - Campinas,4500.0,Loft/studio,40,1,1,1,390,41,Rua Elizeu Di Bernardi,São José,Campinas,88101050,18.0,1048768897,22/03 às 20:47,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/sao-jose-studio-campinas-1048768897,4721,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,,
"Apartamento com 2 quartos para alugar por R$ 3500.00, 78.86 m2 - JOAO PAULO - FLORIANOPOLI",3500.0,Apartamento padrão,79,2,1,2,789,158,Servidão Natalicia Pereira,Florianópolis,João Paulo,88030361,20.0,1148098643,22/03 às 20:49,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/apartamento-com-2-quartos-para-alugar-por-r-3500-00-78-86-m2-joao-paulo-florianopoli-1148098643,9626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-27.5620756,-48.5170356
ALUGO - APARTAMENTO 2 DORMITÓRIOS NO BELA VISTA - PALHOÇA,1000.0,Apartamento padrão,52,2,1,1,355,96,Rua José Cosmo Pamplona,Palhoça,Bela Vista,88132700,19.0,1158843065,22/03 às 20:52,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/alugo-apartamento-2-dormitorios-no-bela-vista-palhoca-1158843065,4356,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,,
PALHOçA - Apartamento Padrão - Ponte do Imaruim,2200.0,Apartamento padrão,85,2,2,1,364,0,Avenida Elza Lucchi - até 784/785,Palhoça,Ponte do Imaruim,88130600,21.0,1069228786,22/03 às 20:52,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/palhoca-apartamento-padrao-ponte-do-imaruim-1069228786,4368,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,,
Locação Apartamento Palhoca SC,980.0,Apartamento padrão,57,2,1,1,167,81,Rua Raul Antônio da Silva,Palhoça,Aririú da Formiga,88134770,11.0,1153475679,22/03 às 21:00,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/locacao-apartamento-palhoca-sc-1153475679,2085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-27.6915683,-48.6550791
Casa locação pé na areia,3800.0,Casa em rua pública,110,2,1,1,0,0,Servidão Pedro Edmundo Bittencourt,Florianópolis,Rio Tavares,88048379,14.0,1159419727,22/03 às 21:02,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/casa-locacao-pe-na-areia-1159419727,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-27.6518292,-48.4776959
Casa para aluguel com 780 metros quadrados com 5 quartos..,18000.0,Casa em rua pública,780,5 ou mais,5 ou mais,5 ou mais,0,0,Rua dos Pargos,Florianópolis,Jurerê Internacional,88053345,20.0,991763241,22/03 às 21:16,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/casa-para-aluguel-com-780-metros-quadrados-com-5-quartos-991763241,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,-27.4364507,-48.5070233
"Apartamento com 2 dormitórios para alugar, 64 m²  - Barreiros - São José/SC",2700.0,Apartamento padrão,65,2,2,1,500,88,Rua Renato Ramos da Silva,São José,Barreiros,88110015,20.0,1147337534,22/03 às 21:24,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/apartamento-com-2-dormitorios-para-alugar-64-m--barreiros-sao-jose-sc-1147337534,6088,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-27.570005,-48.6113311
Aluguel | 3 suítes + 2 vagas e hb,18587.0,Apartamento padrão,167,3,4,2,1521,6956,Rua Doutor Armínio Tavares,Florianópolis,Centro,88015250,20.0,1154888241,22/03 às 21:26,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/aluguel-3-suites-2-vagas-e-hb-1154888241,25208,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,-27.5888152,-48.5524544
CASA A VENDA OU LOCAÇÃO EM JURERÊ INTERNACIONAL,40000.0,Casa em rua pública,437,4,5 ou mais,5 ou mais,0,4000,Rua dos Robaletes - até 482/483,Florianópolis,Jurerê,88053482,21.0,1054260438,22/03 às 21:28,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/casa-a-venda-ou-locacao-em-jurere-internacional-1054260438,4000,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,,
Casa com 07 dormitórios ( 06 suítes) e excepcional área de lazer,4500.0,Casa em rua pública,800,5 ou mais,5 ou mais,4,0,0,Rua dos Camuris,Florianópolis,Jurerê Internacional,88053408,20.0,1100468838,22/03 às 21:30,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/casa-com-07-dormitorios-06-suites-e-excepcional-area-de-lazer-1100468838,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,-27.4443124,-48.5000168
"Aluguel de Temporada! Casa de 04 Dormitórios para até 12 pax, cond. com ampla área de laze",1000.0,Casa em rua pública,190,4,3,2,0,0,Avenida Luiz Boiteux Piazza - de 1300/1301 a 3539/3540,Florianópolis,Cachoeira do Bom Jesus,88056000,20.0,926855726,22/03 às 21:30,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/aluguel-de-temporada-casa-de-04-dormitorios-para-ate-12-pax-cond-com-ampla-area-de-laze-926855726,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,,
Apartamento aluguel na Pedra Branca - Palhoça - SC,3800.0,Apartamento padrão,69,2,2,1,630,990,Rua do Bunganvília,Palhoça,Pedra Branca,88137400,21.0,1159771186,22/03 às 21:30,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/apartamento-aluguel-na-pedra-branca-palhoca-sc-1159771186,8550,0,0,0,0,1,0,1,1,1,1,0,0,0,1,0,0,0,0,0,,
Apartamento para aluguel possui 70 metros quadrados com 2 quartos,600.0,Apartamento padrão,70,2,3,2,0,0,Avenida das Raias,Florianópolis,Jurerê Internacional,88053400,20.0,989766871,22/03 às 21:35,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/apartamento-para-aluguel-possui-70-metros-quadrados-com-2-quartos-989766871,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,-27.4464171,-48.5017399
CASA EM CONDOMÍNIO - LAGOA DA CONCEIÇÃO - SC,13000.0,Casa em condominio fechado,300,3,4,2,580,2500,Rua Laurindo Januário da Silveira - até 1030/1031,Florianópolis,Lagoa da Conceição,88062200,20.0,1110134475,22/03 às 21:50,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/casa-em-condominio-lagoa-da-conceicao-sc-1110134475,9460,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,,
FLORIANóPOLIS - Casa Padrão - Balneário,12000.0,Casa em rua pública,340,5 ou mais,5 ou mais,4,0,376,Rua Abelardo Luz,Florianópolis,Balneário,88075542,20.0,1138297332,22/03 às 21:55,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/florianopolis-casa-padrao-balneario-1138297332,376,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-27.578311,-48.5869718
Centro | Apartamento 2 suítes + 2 vagas,9804.0,Apartamento padrão,69,2,2,2,1054,320,Rua Desembargador Arno Hoeschl,Florianópolis,Centro,88015620,20.0,1137555504,22/03 às 21:55,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/centro-apartamento-2-suites-2-vagas-1137555504,12968,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,,
"APARTAMENTO TEMPORADA em FLORIANÓPOLIS - SC, INGLESES DO RIO VERMELHO",650.0,Apartamento padrão,83,2,3,1,0,0,Rua do Trinta - Réis,Florianópolis,Ingleses do Rio Vermelho,88058696,20.0,994845529,22/03 às 22:01,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/apartamento-temporada-em-florianopolis-sc-ingleses-do-rio-vermelho-994845529,0,0,1,0,0,1,0,1,1,0,1,0,0,0,0,1,1,0,0,0,-27.4452698,-48.3802483
Apartamento para aluguel com 111 metros quadrados com 2 quartos,600.0,Apartamento padrão,111,2,2,1,0,0,Rua Dário Manoel Cardoso,Florianópolis,Ingleses do Rio Vermelho,88058400,20.0,1123905329,22/03 às 22:09,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/apartamento-para-aluguel-com-111-metros-quadrados-com-2-quartos-1123905329,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,
FLORIANóPOLIS - Apartamento Padrão - Centro,3800.0,Apartamento padrão,105,3,2,3,850,270,Rua Alves de Brito,Florianópolis,Centro,88015440,21.0,1104730166,22/03 às 22:14,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/florianopolis-apartamento-padrao-centro-1104730166,10470,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,-27.5850634,-48.5480078
FLORIANóPOLIS - Loft - Novo Campeche,5300.0,Loft/studio,46,1,2,1,980,200,Rua Antônio José Thomaz da Costa,Florianópolis,Campeche,88063610,20.0,1107295241,22/03 às 22:22,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/florianopolis-loft-novo-campeche-1107295241,11960,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,-27.6644875,-48.479429
Casa Alto Padrão Campeche.,6000.0,Casa em rua pública,100,2,3,2,0,0,Travessa da Benção,Florianópolis,Rio Tavares,88048394,20.0,1100193533,22/03 às 22:22,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/casa-alto-padrao-campeche-1100193533,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-27.6556719,-48.4826491
FLORIANóPOLIS - Casa de Condomínio - Pântano do Sul,2600.0,Casa em condominio fechado,28,1,1,1,0,0,Estrada Francisco Thomas dos Santos,Florianópolis,Pântano do Sul,88067700,20.0,1124926501,22/03 às 22:22,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/florianopolis-casa-de-condominio-pantano-do-sul-1124926501,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-27.7574655,-48.538182
Locação Apartamento Florianopolis SC,1800.0,Apartamento padrão,60,2,1,1,380,97,Rua Luiz Oscar de Carvalho,Florianópolis,Trindade,88036400,11.0,1159389272,22/03 às 22:26,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/locacao-apartamento-florianopolis-sc-1159389272,4657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-27.5895263,-48.5200012
Centro | 2 suítes + 2 vgs,10349.0,Apartamento padrão,108,2,3,2,1062,3888,Rua Doutor Armínio Tavares,Florianópolis,Centro,88015250,20.0,1154888216,22/03 às 22:30,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/centro-2-suites-2-vgs-1154888216,16632,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,-27.5888152,-48.5524544
"Aluguel de Temporada e Venda! Casa Nova de 03 suítes, com excelente área externa.",2800.0,Casa em rua pública,339,3,4,2,0,0,Rua dos Arenques,Florianópolis,Jurerê Internacional,88053462,20.0,1057608450,22/03 às 22:30,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/aluguel-de-temporada-e-venda-casa-nova-de-03-suites-com-excelente-area-externa-1057608450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-27.4391598,-48.5081732
Excelente apartamento em condomínio de alto padrão no bairro Campeche em Florianópolis-Nov,7000.0,Apartamento padrão,87,2,3,2,850,190,Rua Nivaldo Dias,Florianópolis,Campeche,88063670,20.0,1151470610,22/03 às 22:38,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/excelente-apartamento-em-condominio-de-alto-padrao-no-bairro-campeche-em-florianopolis-nov-1151470610,10390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-27.6641741,-48.4777281
"Apartamento para Locação em Florianópolis, Ingleses do Rio Vermelho, 2 dormitórios, 1 banh",2800.0,Apartamento padrão,86,2,1,1,400,500,Rua do Vasco,Florianópolis,Ingleses do Rio Vermelho,88058080,20.0,1160883852,22/03 às 22:43,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/apartamento-para-locacao-em-florianopolis-ingleses-do-rio-vermelho-2-dormitorios-1-banh-1160883852,5300,0,0,0,0,1,1,1,1,0,1,0,0,0,1,0,1,0,0,0,-27.4365388,-48.4061318
FLORIANóPOLIS - Loft - Centro,4850.0,Loft/studio,121,1,1,1,350,80,Rua General Acastro de Campos,Florianópolis,Centro,88025140,20.0,1016652532,22/03 às 22:49,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/florianopolis-loft-centro-1016652532,4280,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,-27.5821362,-48.5402068
"Apartamento com 2 dormitórios para alugar, 83 m² por R$ 4.263,59/mês - Abraão - Florianópo",3200.0,Apartamento padrão,83,2,2,1,883,180,Rua João Meirelles - de 626 a 896 - lado par,Florianópolis,Abraão,88085200,20.0,1143872786,22/03 às 22:52,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/apartamento-com-2-dormitorios-para-alugar-83-m-por-r-4-263-59-mes-abraao-florianopo-1143872786,10776,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,,
"Casa com 1 dormitório para alugar, 50 m² por R$ 1.600,00/mês - Cacupé - Florianópolis/SC",1600.0,Casa em rua pública,50,1,1,1,0,0,Estrada Haroldo Soares Glavan,Florianópolis,Cacupé,88050005,11.0,1134453073,22/03 às 22:53,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/casa-com-1-dormitorio-para-alugar-50-m-por-r-1-600-00-mes-cacupe-florianopolis-sc-1134453073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-27.5356851,-48.5266881
"Apartamento com 3 dormitórios para alugar, 115 m² por R$ 5.422,00/mês - Campeche - Florian",4600.0,Apartamento padrão,115,3,2,2,515,307,Avenida Pequeno Príncipe,Florianópolis,Campeche,88063000,19.0,1153048848,22/03 às 22:54,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/apartamento-com-3-dormitorios-para-alugar-115-m-por-r-5-422-00-mes-campeche-florian-1153048848,6487,0,1,0,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,-27.687721,-48.4844879
ALUGO - Casa 2 quartos ,1200.0,Casa em rua pública,50,2,1,1,0,0,Rua Cambuí,São José,Potecas,88119185,8.0,1162889829,22/03 às 23:41,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/alugo-casa-2-quartos-1162889829,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,-27.5821365,-48.6384705
"Casa com 3 dormitórios para alugar, 110 m² por R$ 4.000,00/mês - Campeche - Florianópolis/",4000.0,Casa em rua pública,110,3,2,1,0,0,Servidão Nova Esperança,Florianópolis,Campeche,88063037,14.0,1162920742,23/03 às 07:36,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/casa-com-3-dormitorios-para-alugar-110-m-por-r-4-000-00-mes-campeche-florianopolis-1162920742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-27.6831361,-48.4986034
"Casa com 3 dormitórios para alugar, 200 m² por R$ 11.000/mês - Campeche - Florianópolis/SC",11000.0,Casa em rua pública,200,3,3,2,0,137,Servidão Piloto,Florianópolis,Campeche,88063049,16.0,1162920807,23/03 às 07:36,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/casa-com-3-dormitorios-para-alugar-200-m-por-r-11-000-mes-campeche-florianopolis-sc-1162920807,137,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-27.6807611,-48.4918337
"Apartamento temporada, 2 dormitórios, distante 100m da praia, em Canasvieiras",250.0,Apartamento padrão,58,2,1,1,0,0,Rua Waldemiro José Carlson,Florianópolis,Canasvieiras,88054330,20.0,1124441274,23/03 às 08:10,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/apartamento-temporada-2-dormitorios-distante-100m-da-praia-em-canasvieiras-1124441274,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,,
"Casa com 3 dormitórios, 350 m² - venda por R$ 3.000.000,00 ou aluguel por R$ 17.166,67/mês",17000.0,Casa em rua pública,350,3,3,3,0,2000,Travessa João Alexandrino Daniel,Florianópolis,Campeche,88063405,19.0,1154525019,23/03 às 08:12,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/casa-com-3-dormitorios-350-m-venda-por-r-3-000-000-00-ou-aluguel-por-r-17-166-67-mes-1154525019,2000,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,-27.6811924,-48.491558
"APARTAMENTO TEMPORADA CACHOEIRA DO BOM JESUS, FLORIANÓPOLIS",1500.0,Apartamento padrão,130,4,5 ou mais,2,0,0,Avenida Luiz Boiteux Piazza - de 1300/1301 a 3539/3540,Florianópolis,Cachoeira do Bom Jesus,88056000,20.0,994845550,23/03 às 08:13,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/apartamento-temporada-cachoeira-do-bom-jesus-florianopolis-994845550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,,
Apartamento para aluguel tem 120 metros quadrados com 3 quartos em Jurerê - Florianópolis ,10000.0,Apartamento padrão,120,3,4,2,1000,0,Rua dos Cambuatas,Florianópolis,Jurerê,88053525,20.0,1084299955,23/03 às 08:17,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/apartamento-para-aluguel-tem-120-metros-quadrados-com-3-quartos-em-jurere-florianopolis-1084299955,12000,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,0,0,-27.4421087,-48.4922772
Apartamento para locação no Morro das Pedras,6500.0,Apartamento padrão,90,2,2,2,850,420,Rua Manoel Pedro Vieira,Florianópolis,Morro das Pedras,88066100,18.0,1162935719,23/03 às 08:20,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/apartamento-para-locacao-no-morro-das-pedras-1162935719,10620,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,-27.7104732,-48.5027196
"Apartamento com 3 dormitórios para alugar com vista para Beira Mar Norte, 235 m² por R$ 9.",6900.0,Apartamento padrão,235,3,2,2,2200,485,Rua Frei Caneca - até 338/339,Florianópolis,Agronômica,88025000,20.0,1145834308,23/03 às 08:27,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/apartamento-com-3-dormitorios-para-alugar-com-vista-para-beira-mar-norte-235-m-por-r-9-1145834308,26885,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,
"Apartamento com 3 dormitórios para alugar, 84 m² por R$ 6.096,60/mês - Campeche - Florianó",5000.0,Apartamento padrão,84,3,2,2,560,85,Rua da Capela,Florianópolis,Campeche,88063400,21.0,1135517867,23/03 às 08:28,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/apartamento-com-3-dormitorios-para-alugar-84-m-por-r-6-096-60-mes-campeche-floriano-1135517867,6805,1,0,0,0,1,1,1,0,0,1,0,0,0,0,0,1,1,0,0,-27.6759558,-48.4865151
"Aluguel de Temporada! Apartamento de 03 dorm, próximo do mar e de todo o comércio.",650.0,Apartamento padrão,90,3,2,1,0,0,Rodovia Tertuliano Brito Xavier - de 2423/2424 ao fim,Florianópolis,Jurerê,88054601,16.0,926855756,23/03 às 08:35,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/aluguel-de-temporada-apartamento-de-03-dorm-proximo-do-mar-e-de-todo-o-comercio-926855756,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,,
"CASA TEMPORADA em Palhoça - SC, Praia de Cima (Pinheira)",800.0,Casa em rua pública,500,3,2,5 ou mais,0,0,Servidão Canto das Amendoeiras,Palhoça,Pinheira,88139419,16.0,1117187245,23/03 às 08:40,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/casa-temporada-em-palhoca-sc-praia-de-cima-pinheira-1117187245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-27.8884133,-48.5941978
FLORIANÓPOLIS - Apartamento Padrão - CENTRO,8312.0,Apartamento padrão,79,2,3,2,1131,314,Rua Doutor Armínio Tavares,Florianópolis,Centro,88015250,20.0,1150636284,23/03 às 08:42,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/florianopolis-apartamento-padrao-centro-1150636284,13886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-27.5888152,-48.5524544
Condomínio Club - 100 metros do Mar - Finamente Mobiliado - Locação por Diária,390.0,Apartamento padrão,77,2,2,1,0,0,Avenida Luiz Boiteux Piazza - de 1300/1301 a 3539/3540,Florianópolis,Cachoeira do Bom Jesus,88056000,20.0,1065311252,23/03 às 08:45,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/condominio-club-100-metros-do-mar-finamente-mobiliado-locacao-por-diaria-1065311252,0,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,1,1,0,0,,
"Apartamento para Aluguel - Pantanal, 3 Quartos,  168 m2",3300.0,Apartamento cobertura,168,3,3,2,900,230,Rua Rosa,Florianópolis,Pantanal,88040270,21.0,1162945419,23/03 às 08:47,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/apartamento-para-aluguel-pantanal-3-quartos-168-m2-1162945419,11030,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,-27.6104334,-48.5109809
"Apartamento com 2 dormitórios para alugar, 77 m² por R$ 1.300,01/dia - Jurerê - Florianópo",1000.0,Apartamento padrão,77,2,1,1,0,300,Rua Dario João de Souza,Florianópolis,Jurerê,88053760,20.0,1100129561,23/03 às 08:55,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/apartamento-com-2-dormitorios-para-alugar-77-m-por-r-1-300-01-dia-jurere-florianopo-1100129561,300,0,1,0,0,1,1,1,1,0,1,0,0,0,0,0,1,1,0,0,-27.4450666,-48.4869811
Apartamento para alugar no bairro Centro - Criciúma/SC,2000.0,Apartamento padrão,76,2,1,1,350,0,Rua Pedro Beneton,Criciúma,Centro,88802070,18.0,1149132217,23/03 às 09:00,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/apartamento-para-alugar-no-bairro-centro-criciuma-sc-1149132217,4200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-28.6831242,-49.3772002
"Casa para Aluguel - Itaguaçu, 4 Quartos,  533 m2",12800.0,Casa em rua pública,533,4,5 ou mais,3,0,300,Rua Vinte e Três de Março,Florianópolis,Itaguaçu,88085440,21.0,1162951793,23/03 às 09:01,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/casa-para-aluguel-itaguacu-4-quartos-533-m2-1162951793,300,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,-27.6129677,-48.5913736
Casa nova no Ribeirão da Ilha!,4680.0,Casa em rua pública,143,3,2,2,0,0,Rua Jabuticabeira do Sul,Florianópolis,Ribeirão da Ilha,88064076,16.0,1147977452,23/03 às 09:05,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/casa-nova-no-ribeirao-da-ilha-1147977452,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-27.6997333,-48.5181678
Cobertura para locação de temporada em praia dos Ingleses,750.0,Apartamento padrão,100,3,2,2,0,0,Rua Recanto do Sol,Florianópolis,Ingleses do Rio Vermelho,88058577,20.0,975948673,23/03 às 09:05,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/cobertura-para-locacao-de-temporada-em-praia-dos-ingleses-975948673,0,0,1,0,0,0,1,0,1,0,1,1,0,0,1,0,1,0,0,0,-27.4248476,-48.4064567
Lindo Apartamento a apenas 80metros da Praia de Ingleses,450.0,Apartamento padrão,68,2,2,1,1,2,Rua Martinho de Haro,Florianópolis,Ingleses do Rio Vermelho,88058540,20.0,1098487300,23/03 às 09:05,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/lindo-apartamento-a-apenas-80metros-da-praia-de-ingleses-1098487300,14,0,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,-27.4291395,-48.3994935
FLORIANóPOLIS - Studio - Pantanal,2750.0,Apartamento padrão,31,1,1,1,560,150,Rua Maria Eduarda,Florianópolis,Pantanal,88040250,13.0,1162955865,23/03 às 09:11,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/florianopolis-studio-pantanal-1162955865,6870,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-27.6077775,-48.5165868
"Casa para Aluguel - Rio Tavares, 3 Quartos,  160 m2",6000.0,Casa em rua pública,160,3,3,2,0,167,Rodovia Francisco Magno Vieira - lado ímpar,Florianópolis,Campeche,88065000,21.0,1162956540,23/03 às 09:13,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/casa-para-aluguel-rio-tavares-3-quartos-160-m2-1162956540,167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Apartamento 3 dormitorios e 2 vagas para locação na beira mar 162 m,5600.0,Apartamento padrão,162,3,4,2,1890,888,Avenida Jornalista Rubens de Arruda Ramos - até 1891/1892,Florianópolis,Centro,88015700,20.0,1162961914,23/03 às 09:21,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/apartamento-3-dormitorios-e-2-vagas-para-locacao-na-beira-mar-162-m-1162961914,23568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
"Apartamento para aluguel, 3 quartos, 1 suíte, 2 vagas, Corrego Grande - Florianópolis/SC",6000.0,Apartamento padrão,124,3,2,2,1250,160,Rua Sebastião Laurentino da Silva,Florianópolis,Córrego Grande,88037400,18.0,1140669461,23/03 às 09:29,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/apartamento-para-aluguel-3-quartos-1-suite-2-vagas-corrego-grande-florianopolis-sc-1140669461,15160,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,-27.6087544,-48.505455
