,NOME,VALOR,AREA,CATEGORIA,TIPO,QUARTOS,BANHEIROS,VAGAS,DETALHES_IMOVEL,DETALHES_CONDO,PARCELA1,ENTRADA,CONDOMINIO,IPTU,IMAGENS,DATA_ANUNCIO,CIDADE,CEP,link
3186,APARTAMENTO 2 SUÍTES - CITTÀ LIFE RESIDENCE - JURERÊ,1.666.582,102,Apartamentos,Venda - apartamento padrão,2,2,2,Piscina,"Piscina, Salão de festas",14.056,333.316,0,0,7.0,24/01,Florianópolis,88053418,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/apartamento-2-suites-citt-life-residence-jurere-991951377
3187,Apartamento 2 Quartos em Condomínio Frente ao Mar Itacoatiara na Praia Brava - Florianópol,900.000,75,Apartamentos,Venda - apartamento padrão,2,1,1,"Ar condicionado, Mobiliado, Churrasqueira, Piscina","Condomínio fechado, Permitido animais, Piscina, Salão de festas",7.616,180.000,0,0,20.0,24/01,Florianópolis,88056800,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/apartamento-2-quartos-em-condominio-frente-ao-mar-itacoatiara-na-praia-brava-florianopol-1022260483
3188,"Apartamento com 3 dormitórios à venda, 92 m² por R$ 550.000,00 - Coqueiros - Florianópolis",550.000,93,Apartamentos,Venda - apartamento padrão,3,2,2,"Varanda, Área de serviço, Churrasqueira, Piscina","Elevador, Piscina",4.664,110.000,0,0,20.0,24/01,Florianópolis,88080360,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/apartamento-com-3-dormitorios-a-venda-92-m-por-r-550-000-00-coqueiros-florianopolis-1130241677
3189,FLORIANóPOLIS - Casa de Condomínio - Córrego Grande,3.100.000,530,Casas,Venda - casa em condominio fechado,4,5 ou mais,4,"Piscina, Área de serviço, Churrasqueira",Piscina,26.146,620.000,1.515,50,20.0,24/01,Florianópolis,88037465,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/florianopolis-casa-de-condominio-corrego-grande-972305737
3190,FLORIANóPOLIS - Padrão - Centro,1.380.000,131,Apartamentos,Venda - apartamento padrão,3,3,2,Área de serviço,"Salão de festas, Elevador",11.664,276.000,1.584,476,14.0,24/01,Florianópolis,88015230,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/florianopolis-padrao-centro-1022968377
3191,FLORIANóPOLIS - Apartamento Padrão - Agronômica,1.700.000,145,Apartamentos,Venda - apartamento padrão,4,3,2,"Ar condicionado, Área de serviço",Salão de festas,14.338,340.000,820,3.500,20.0,24/01,Florianópolis,88025301,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/florianopolis-apartamento-padrao-agronomica-961636922
3192,"Apartamento com 3 dormitórios à venda, 100 m² por R$ 550.000,00 - Campinas - São José/SC",550.000,101,Apartamentos,Venda - apartamento padrão,3,2,1,"Ar condicionado, Varanda, Área de serviço, Churrasqueira",Elevador,4.664,110.000,760,1.000,17.0,24/01,São José,88101280,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/apartamento-com-3-dormitorios-a-venda-100-m-por-r-550-000-00-campinas-sao-jose-sc-1134940569
3193,Casa c/ 2 Dorm. -  Ingleses do Rio Vermelho,625.000,100,Casas,Venda - casa em condominio fechado,2,3,2,88058540,Florianópolis,5.296,125.000,1,1,13.0,24/01,Rua Martinho de Haro,Ingleses do Rio Vermelho,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/casa-c-2-dorm--ingleses-do-rio-vermelho-1122480022
3194,casa - Barra da Lagoa - Florianópolis,2.200.000,200,Casas,Venda - casa em rua pública,5 ou mais,3,4,Varanda,88061140,18.555,440.000,0,8.328,17.0,24/01,Barra da Lagoa,Florianópolis,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/casa-barra-da-lagoa-florianopolis-1005774426
3195,"Apto desocupado com 2 dorms, 1 banheiro, cozinha com armários, área de serviço com garagem",170.000,43,Apartamentos,Venda - apartamento padrão,2,1,1,Área de serviço,88110798,1.459,34.000,279,0,18.0,24/01,Bela Vista,São José,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/apto-desocupado-com-2-dorms-1-banheiro-cozinha-com-armarios-area-de-servico-com-garagem-1083259423
3196,Terraço com piscina aquecida e reforma caprichada em Cobertura Duplex no Centro,2.300.000,203,Apartamentos,Venda - apartamento cobertura,3,3,2,"Ar condicionado, Mobiliado, Varanda","Portaria, Permitido animais, Salão de festas",19.399,460.000,1.300,450,21.0,24/01,Florianópolis,88015030,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/terraco-com-piscina-aquecida-e-reforma-caprichada-em-cobertura-duplex-no-centro-1079465847
3197,Apartamento para venda com 64 metros quadrados com 1 quarto em Saco Grande - Florianópolis,695.400,64,Apartamentos,Venda - apartamento padrão,1,1,1,"Ar condicionado, Academia, Churrasqueira, Piscina","Condomínio fechado, Elevador, Portaria, Permitido animais, Academia, Piscina, Salão de festas",5.890,139.080,463,800,20.0,24/01,Florianópolis,88032001,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/apartamento-para-venda-com-64-metros-quadrados-com-1-quarto-em-saco-grande-florianopolis-996515200
3198,"Casa com 3 suítes, sendo 1 suíte master, com piscina privativa no Jardim Anchieta",1.300.000,250,Casas,Venda - casa em rua pública,3,5 ou mais,2,88037720,Florianópolis,10.989,260.000,0,1.200,13.0,24/01,Rua Osvaldo Silveira,Córrego Grande,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/casa-com-3-suites-sendo-1-suite-master-com-piscina-privativa-no-jardim-anchieta-975305093
3199,"MP - Apartamento 03 dormitórios, no bairro  Nossa Senhora do Rosário em São José.",181.000,75,Apartamentos,Venda - apartamento padrão,3,1,1,Área de serviço,"Condomínio fechado, Permitido animais, Salão de festas",1.552,36.200,300,700,,24/01,São José,88110615,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/mp-apartamento-03-dormitorios-no-bairro-nossa-senhora-do-rosario-em-sao-jose-1137768095
3200,APARTAMENTOFLORIANÓPOLIS,868.000,107,Apartamentos,Venda - apartamento padrão,3,2,2,"Piscina, Área de serviço, Armários na cozinha, Academia","Academia, Elevador, Piscina",7.346,173.600,320,208,21.0,24/01,Florianópolis,88070280,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/apartamentoflorianopolis-1046373078
3201,"Apartamento á venda 2 Dormitórios e 1 Suite em Abrãao, Florianópolis, Sc",600.000,78,Apartamentos,Venda - apartamento padrão,2,2,1,"Academia, Área de serviço, Churrasqueira, Piscina","Condomínio fechado, Elevador, Portaria, Permitido animais, Academia, Piscina, Salão de festas",5.085,120.000,730,140,21.0,24/01,Florianópolis,88085201,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/apartamento-a-venda-2-dormitorios-e-1-suite-em-abraao-florianopolis-sc-1002609201
3202,Apartamento para venda com 317 metros quadrados com 3 quartos em Coqueiros - Florianópolis,2.250.000,317,Apartamentos,Venda - apartamento padrão,3,3,2,88080085,Florianópolis,18.977,450.000,2.682,8.037,20.0,24/01,Rua Wilson Luz,Coqueiros,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/apartamento-para-venda-com-317-metros-quadrados-com-3-quartos-em-coqueiros-florianopolis-999575270
3203,Apartamento Garden a venda com suíte e 1 vaga - Semi mobiliado em Coqueiros - Florianópoli,510.000,64,Apartamentos,Venda - apartamento padrão,2,2,1,88080110,Florianópolis,4.326,102.000,561,1.848,20.0,24/01,Rua Senador Milton Campos,Coqueiros,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/apartamento-garden-a-venda-com-suite-e-1-vaga-semi-mobiliado-em-coqueiros-florianopoli-1102937519
3204,FLORIANóPOLIS - Casa Padrão - Ponta das Canas,525.000,86,Casas,Venda - casa em rua pública,2,2,2,"Área de serviço, Churrasqueira",88056689,4.453,105.000,0,600,,24/01,Ponta das Canas,Florianópolis,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/florianopolis-casa-padrao-ponta-das-canas-1112728626
3205,Apartamento para venda tem 65 metros quadrados com 2 quartos em Trindade - Florianópolis -,379.520,65,Apartamentos,Venda - apartamento padrão,2,2,1,"Armários na cozinha, Armários embutidos, Área de serviço, Churrasqueira","Permitido animais, Salão de festas",3.226,75.904,270,617,20.0,24/01,Florianópolis,88036135,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/apartamento-para-venda-tem-65-metros-quadrados-com-2-quartos-em-trindade-florianopolis-1052048343
3206,"Apartamento com 2 dormitórios à venda, 74 m² por R$ 638.400,00 - Kobrasol - São José/SC",638.400,74,Apartamentos,Venda - apartamento padrão,2,2,1,"Varanda, Área de serviço, Churrasqueira, Piscina","Elevador, Piscina",5.409,127.680,0,0,12.0,24/01,São José,88102440,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/apartamento-com-2-dormitorios-a-venda-74-m-por-r-638-400-00-kobrasol-sao-jose-sc-1028766248
3207,"Apartamento à venda, 172 m² por R$ 3.000.000,00 - Centro - Florianópolis/SC",3.000.000,172,Apartamentos,Venda - apartamento padrão,3,5 ou mais,4,"Ar condicionado, Mobiliado, Área de serviço, Piscina","Elevador, Piscina",25.302,600.000,2.887,4.000,20.0,24/01,Florianópolis,88015640,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/apartamento-a-venda-172-m-por-r-3-000-000-00-centro-florianopolis-sc-985522429
3208,Casa para venda com 56m² com 2 quartos em Tijucas - SC,279.000,56,Casas,Venda - casa em rua pública,2,2,1,Ar condicionado,Permitido animais,2.378,55.800,0,1,8.0,24/01,Tijucas,88200000,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/casa-para-venda-com-56m-com-2-quartos-em-tijucas-sc-993496774
3209,Apartamento para venda tem 68 metros quadrados com 2 quartos em Abraão - Florianópolis - S,650.000,68,Apartamentos,Venda - apartamento padrão,2,1,1,"Ar condicionado, Academia, Piscina","Elevador, Academia, Piscina, Salão de festas",5.507,130.000,350,618,21.0,24/01,Florianópolis,88085201,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/apartamento-para-venda-tem-68-metros-quadrados-com-2-quartos-em-abraao-florianopolis-s-1137768946
3210,"Apartamento venda,  3 dorms (1 suíte) 02 vagas,Centro - Florianópolis - SC",2.106.000,95,Apartamentos,Venda - apartamento padrão,3,2,2,"Ar condicionado, Armários na cozinha, Mobiliado, Academia, Armários embutidos, Varanda, Área de serviço, Churrasqueira, Piscina","Condomínio fechado, Elevador, Permitido animais, Academia, Piscina",17.762,421.200,800,150,20.0,24/01,Florianópolis,88015460,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/apartamento-venda-3-dorms-1-suite-02-vagas-centro-florianopolis-sc-1137768974
3211,Casa para venda tem 540 metros quadrados com 5 quartos em Centro - Florianópolis - SC,2.999.000,540,Casas,Venda - casa em rua pública,5 ou mais,5 ou mais,4,Ar condicionado,"Permitido animais, Portão eletrônico",25.294,599.800,0,2.614,20.0,24/01,Florianópolis,88025160,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/casa-para-venda-tem-540-metros-quadrados-com-5-quartos-em-centro-florianopolis-sc-1110210390
3212,"Apartamento à venda, 3 Suítes, mobiliado, centro, Florianópolis",2.200.000,130,Apartamentos,Venda - apartamento padrão,3,5 ou mais,2,"Ar condicionado, Mobiliado, Academia, Varanda, Piscina","Condomínio fechado, Elevador, Portaria, Permitido animais, Academia, Piscina, Salão de festas",18.555,440.000,1.000,3.200,20.0,24/01,Florianópolis,88015300,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/apartamento-a-venda-3-suites-mobiliado-centro-florianopolis-987416583
3213,Casa para venda tem 79 metros quadrados com 3 quartos em Bela Vista - Palhoça - SC,455.000,79,Casas,Venda - casa em rua pública,3,2,2,Churrasqueira,Permitido animais,3.863,91.000,0,430,19.0,24/01,Palhoça,88132599,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/casa-para-venda-tem-79-metros-quadrados-com-3-quartos-em-bela-vista-palhoca-sc-1121560805
3214,MAGNIFICA PROPRIEDADE DE 3.900m² . BEM CONSTRUÍDA E AMPLA,3.800.000,360,Casas,Venda - casa em rua pública,4,1,4,Churrasqueira,"Permitido animais, Portão eletrônico",32.050,760.000,0,0,20.0,24/01,Florianópolis,88050340,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/magnifica-propriedade-de-3-900m-bem-construida-e-ampla-908290124
3215,"Apartamento à venda, 2 Suítes, 2 vagas, próximo ao Colégio Catarinense, mobiliado, centro",1.648.000,123,Apartamentos,Venda - apartamento padrão,2,3,2,"Ar condicionado, Mobiliado","Condomínio fechado, Elevador, Portaria, Permitido animais, Salão de festas",13.899,329.600,1.600,2.600,20.0,24/01,Florianópolis,88015130,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/apartamento-a-venda-2-suites-2-vagas-proximo-ao-colegio-catarinense-mobiliado-centro-1096113771
3216,Casa para venda tem 438 metros quadrados com 3 quartos em Canasvieiras - Florianópolis - S,2.820.000,438,Casas,Venda - casa em rua pública,3,3,2,"Ar condicionado, Mobiliado, Piscina","Portão eletrônico, Piscina",23.784,564.000,400,200,20.0,24/01,Florianópolis,88054700,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/casa-para-venda-tem-438-metros-quadrados-com-3-quartos-em-canasvieiras-florianopolis-s-994562437
3217,Linda Casa 1000 m2 com 6 quartos Jurere Internacional Florianopolis SC,7.000.000,1000,Casas,Venda - casa em rua pública,5 ou mais,5 ou mais,5 ou mais,"Ar condicionado, Mobiliado, Piscina, Varanda, Área de serviço, Churrasqueira","Permitido animais, Piscina",59.039,1.400.000,1,1,20.0,24/01,Florianópolis,88053365,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/linda-casa-1000-m2-com-6-quartos-jurere-internacional-florianopolis-sc-996768757
3218,Casa Residencial / Ipiranga,454.740,420,Casas,Venda - casa em rua pública,2,1,2,88111470,São José,3.860,90.948,0,0,15.0,24/01,Rua Duque de Caxias - até 2292/2293,Ipiranga,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/casa-residencial-ipiranga-1022367946
3219,AP3115 Apartamento Residencial / Campinas,526.900,110,Apartamentos,Venda - apartamento padrão,2,2,1,"Área de serviço, Churrasqueira","Elevador, Portaria, Permitido animais, Salão de festas",4.469,105.380,400,0,19.0,24/01,São José,88101000,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/ap3115-apartamento-residencial-campinas-1019484229
3220,AP3386 Apartamento Residencial / Serraria,195.000,57,Apartamentos,Venda - apartamento padrão,2,1,1,"Área de serviço, Churrasqueira",Permitido animais,1.670,39.000,200,0,19.0,24/01,São José,88115225,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/ap3386-apartamento-residencial-serraria-1026044965
3221,Casa térrea com 4 dormitórios em área mista  Armação,645.000,87,Casas,Venda - casa em rua pública,4,2,3,Churrasqueira,88066300,5.465,129.000,0,0,18.0,24/01,Armação do Pântano do Sul,Florianópolis,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/casa-terrea-com-4-dormitorios-em-area-mista-armacao-1113708046
3222,Linda casa na Pedra Branca,2.700.000,400,Casas,Venda - casa em rua pública,3,3,5 ou mais,"Ar condicionado, Mobiliado",88137190,22.772,540.000,0,1.000,20.0,24/01,Pedra Branca,Palhoça,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/linda-casa-na-pedra-branca-1017745719
3223,Apartamento 3 dormitórios (sendo 1 suíte) e 1 vaga - Centro,780.000,93,Apartamentos,Venda - apartamento padrão,3,2,1,Ar condicionado,Salão de festas,6.604,156.000,1.000,2.393,17.0,24/01,Florianópolis,88015202,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/apartamento-3-dormitorios-sendo-1-suite-e-1-vaga-centro-1132838416
3224,"Casa de 4 quartos no Centro, financiável",2.400.000,414,Casas,Venda - casa em rua pública,3,4,4,"Piscina, Varanda, Área de serviço, Churrasqueira",Piscina,20.242,480.000,0,3.198,20.0,24/01,Florianópolis,88025150,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/casa-de-4-quartos-no-centro-financiavel-972290447
3225,COloninha casas nas proximidades do Colégio Adventista,530.000,200,Casas,Venda - casa em rua pública,4,3,2,88090280,Florianópolis,4.495,106.000,0,1.200,19.0,24/01,Rua Maestro Álvaro Souza,Coloninha,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/coloninha-casas-nas-proximidades-do-colegio-adventista-1052246077
3226,Casa de condomínio para venda tem 457 metros quadrados com 5 quartos em Pedra Branca - Pal,4.120.560,457,Casas,Venda - casa em condominio fechado,5 ou mais,5 ou mais,4,88137010,Palhoça,34.753,824.112,0,0,2.0,24/01,Rua João Bernadino da Rosa,Pedra Branca,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/casa-de-condominio-para-venda-tem-457-metros-quadrados-com-5-quartos-em-pedra-branca-pal-1107881212
3227,SãO JOSé - Apartamento Padrão - Jardim Cidade de Florianópolis,339.000,67,Apartamentos,Venda - apartamento padrão,2,2,1,"Mobiliado, Academia, Área de serviço","Academia, Salão de festas",2.884,67.800,450,0,20.0,24/01,São José,88111110,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/sao-jose-apartamento-padrao-jardim-cidade-de-florianopolis-1061821434
3228,Casa geminado com 2 pisos,335.000,110,Casas,Venda - casa em rua pública,3,2,1,"Varanda, Área de serviço, Churrasqueira",88135212,2.850,67.000,0,464,20.0,24/01,Aririú,Palhoça,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/casa-geminado-com-2-pisos-1042502989
3229,FLORIANóPOLIS - Apartamento Padrão - centro,1.100.000,110,Apartamentos,Venda - apartamento padrão,3,2,1,"Ar condicionado, Área de serviço, Piscina",Piscina,9.303,220.000,1.270,2.180,,24/01,Florianópolis,88015310,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/florianopolis-apartamento-padrao-centro-999508350
3230,APARTAMENTO 3 DORMITÓRIOS SENDO 1 SUÍTE COM 1 VAGA EM CAMPINAS,850.000,118,Apartamentos,Venda - apartamento padrão,3,1,1,"Academia, Churrasqueira","Academia, Salão de festas",7.194,170.000,380,0,15.0,24/01,São José,88101190,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/apartamento-3-dormitorios-sendo-1-suite-com-1-vaga-em-campinas-1045196995
3231,"MP - Apartamento com 02 dormitórios no bairro Picadas do Sul, São José.",250.000,63,Apartamentos,Venda - apartamento padrão,2,1,1,"Ar condicionado, Armários na cozinha, Área de serviço, Churrasqueira","Condomínio fechado, Elevador, Permitido animais, Salão de festas",2.134,50.000,350,428,20.0,24/01,São José,88106250,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/mp-apartamento-com-02-dormitorios-no-bairro-picadas-do-sul-sao-jose-1137770609
3232,PROX AO SHOPPING - ANDAR ALTO  - SACADA - VISTA MAR - 2 VAGAS!!,1.200.000,104,Apartamentos,Venda - apartamento padrão,2,4,2,"Mobiliado, Varanda","Condomínio fechado, Elevador",10.146,240.000,700,180,20.0,24/01,Florianópolis,88020700,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/prox-ao-shopping-andar-alto-sacada-vista-mar-2-vagas-889640763
3233,Apartamento à venda no bairro Itacorubi - Florianópolis/SC,320.000,73,Apartamentos,Venda - apartamento padrão,3,1,Churrasqueira,Salão de festas,88034102,2.724,64.000,380,90,10.0,24/01,Itacorubi,Florianópolis,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/apartamento-a-venda-no-bairro-itacorubi-florianopolis-sc-1081194615
3234,Linda Casa Nova com piscina nos Ingleses,560.000,142,Casas,Venda - casa em rua pública,3,3,2,Piscina,Piscina,4.748,112.000,0,0,20.0,24/01,Florianópolis,88058400,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/linda-casa-nova-com-piscina-nos-ingleses-1055598963
3235,Linda Casa estilo Sobrado  na Praia de Ingleses.,650.000,140,Casas,Venda - casa em rua pública,3,4,2,"Área de serviço, Churrasqueira",88058400,5.507,130.000,0,0,3.0,24/01,Ingleses do Rio Vermelho,Florianópolis,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/linda-casa-estilo-sobrado-na-praia-de-ingleses-1025051113
3236,FLORIANóPOLIS - Casa Padrão - Jardim Anchieta,1.700.000,210,Casas,Venda - casa em rua pública,3,4,3,Área de serviço,88037325,14.338,340.000,0,1.382,20.0,24/01,Córrego Grande,Florianópolis,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/florianopolis-casa-padrao-jardim-anchieta-991683995
3237,COBERTURA PLANA - VISTA TOTAL PARA O MAR - 5 VAGAS LIVRES,2.480.000,258,Apartamentos,Venda - apartamento cobertura,4,5 ou mais,5 ou mais,"Ar condicionado, Varanda, Churrasqueira","Condomínio fechado, Elevador",20.917,496.000,1.800,4.335,20.0,24/01,Florianópolis,88075001,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/cobertura-plana-vista-total-para-o-mar-5-vagas-livres-895630511
3238,Excelente Apartamento na Trindade,790.000,67,Apartamentos,Venda - apartamento padrão,2,2,2,88036110,Florianópolis,6.688,158.000,700,1.300,20.0,24/01,Rua Gonçalves Ledo,Trindade,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/excelente-apartamento-na-trindade-994719159
3239,"Apartamento com 2 quartos e 2 vagas, próximo a praia em Canasvieiras",600.000,70,Apartamentos,Venda - apartamento padrão,2,2,2,"Ar condicionado, Armários na cozinha, Mobiliado, Academia, Armários embutidos","Elevador, Permitido animais, Academia",5.085,120.000,500,108,18.0,24/01,Florianópolis,88054030,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/apartamento-com-2-quartos-e-2-vagas-proximo-a-praia-em-canasvieiras-1117763962
3240,APARTAMENTO - CENTRO,1.490.000,110,Apartamentos,Venda - apartamento padrão,3,1,2,88015231,Florianópolis,12.592,298.000,792,0,20.0,24/01,Rua Presidente Coutinho - de 350/351 ao fim,Centro,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/apartamento-centro-938324423
3241,EXCELENTE COBERTURA DUPLEX NA AVENIDA BEIRA-MAR NORTE!,5.960.000,485,Apartamentos,Venda - apartamento cobertura,4,5 ou mais,3,"Ar condicionado, Armários na cozinha, Área de serviço",Elevador,50.267,1.192.000,3.800,6.500,20.0,24/01,Florianópolis,88015700,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/excelente-cobertura-duplex-na-avenida-beira-mar-norte-993015691
3242,COBERTURA COM 3 SUÍTES + 3 VG NOS INGLESES,1.537.000,212,Apartamentos,Venda - apartamento cobertura,3,3,3,"Área de serviço, Churrasqueira, Piscina","Elevador, Piscina",12.963,307.400,500,0,20.0,24/01,Florianópolis,88058600,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/cobertura-com-3-suites-3-vg-nos-ingleses-993015130
3243,CASA COND. FECHADO COM 3 SUÍTES + HOME-OFFICE - FLORIANÓPOLIS!,2.800.000,293,Casas,Venda - casa em condominio fechado,3,4,2,"Ar condicionado, Piscina, Área de serviço, Churrasqueira, Armários na cozinha",Piscina,23.616,560.000,1.000,6.076,20.0,24/01,Florianópolis,88054700,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/casa-cond-fechado-com-3-suites-home-office-florianopolis-1049576194
3244,"Apartamento em construção no Avatar Residence, em Barreiros, São José.",370.000,78,Apartamentos,Venda - apartamento padrão,2,2,1,"Área de serviço, Churrasqueira",Elevador,3.146,74.000,0,0,20.0,24/01,São José,88117020,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/apartamento-em-construcao-no-avatar-residence-em-barreiros-sao-jose-1061622271
3245,(R)Apartamento de 02 dormitórios em excelente localização no Balneário Estreito.,650.000,70,Apartamentos,Venda - apartamento padrão,2,2,2,"Ar condicionado, Armários na cozinha, Academia, Área de serviço, Churrasqueira, Piscina","Condomínio fechado, Elevador, Permitido animais, Academia, Piscina, Salão de festas",5.507,130.000,600,1.177,13.0,24/01,Florianópolis,88075525,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/r-apartamento-de-02-dormitorios-em-excelente-localizacao-no-balneario-estreito-1137771482
3246,"Apartamento para Venda em São José, Jardim Cidade de Florianópolis, 2 dormitórios, 1 suíte",350.000,66,Apartamentos,Venda - apartamento padrão,2,2,1,"Mobiliado, Varanda, Churrasqueira",Elevador,2.977,70.000,360,700,15.0,24/01,São José,88111120,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/apartamento-para-venda-em-sao-jose-jardim-cidade-de-florianopolis-2-dormitorios-1-suite-1114089571
3247,"Apartamento com 3 dormitórios sendo 1 suíte à venda, 96 m² por R$ 690.000 - Cidade Univers",690.000,97,Apartamentos,Venda - apartamento padrão,3,1,2,"Ar condicionado, Varanda, Área de serviço",Elevador,5.845,138.000,550,600,14.0,24/01,Palhoça,88137265,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/apartamento-com-3-dormitorios-sendo-1-suite-a-venda-96-m-por-r-690-000-cidade-univers-1073422271
3248,"Casa à venda, 68 m² por R$ 579.900,00 - Bela Vista - São José/SC",579.900,68,Casas,Venda - casa em rua pública,3,2,2,Área de serviço,88110500,4.916,115.980,0,0,20.0,24/01,Bela Vista,São José,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/casa-a-venda-68-m-por-r-579-900-00-bela-vista-sao-jose-sc-1052281069
3249,Apartamento à venda no bairro Agronômica - Florianópolis/SC,1.650.000,94,Apartamentos,Venda - apartamento padrão,2,1,1,"Mobiliado, Academia, Varanda, Piscina","Condomínio fechado, Elevador, Academia, Piscina, Salão de festas",13.916,330.000,750,1.272,20.0,24/01,Florianópolis,88025340,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/apartamento-a-venda-no-bairro-agronomica-florianopolis-sc-948933547
3250,FLORIANóPOLIS - Casa Padrão - ITACORUBI,2.000.000,353,Casas,Venda - casa em rua pública,5 ou mais,4,4,"Ar condicionado, Área de serviço",88034355,16.868,400.000,0,0,12.0,24/01,Itacorubi,Florianópolis,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/florianopolis-casa-padrao-itacorubi-1104080685
3251,Casa Alto Padrão para Venda em Campeche Florianópolis-SC - 341C,1.750.000,182,Casas,Venda - casa em rua pública,5 ou mais,5 ou mais,5 ou mais,"Piscina, Varanda, Churrasqueira",Piscina,14.760,350.000,0,0,20.0,24/01,Florianópolis,88063710,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/casa-alto-padrao-para-venda-em-campeche-florianopolis-sc-341c-967202601
3252,Casa à venda na Praia Brava com vista para o Mar,9.900.000,970,Casas,Venda - casa em rua pública,5 ou mais,5 ou mais,5 ou mais,"Ar condicionado, Mobiliado, Piscina, Varanda, Área de serviço, Churrasqueira",Piscina,83.498,1.980.000,0,0,20.0,24/01,Florianópolis,88056850,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/casa-a-venda-na-praia-brava-com-vista-para-o-mar-1013276647
3253,FLORIANóPOLIS - Apartamento Padrão - Ingleses do Rio Vermelho,749.000,122,Apartamentos,Venda - apartamento padrão,3,1,1,"Mobiliado, Churrasqueira",Salão de festas,6.342,149.800,450,285,20.0,24/01,Florianópolis,88058197,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/florianopolis-apartamento-padrao-ingleses-do-rio-vermelho-1073423722
3254,Casa em condomínio para venda possui 210 metros quadrados com 3 quartos,1.530.000,210,Casas,Venda - casa em condominio fechado,3,3,4,"Ar condicionado, Mobiliado, Área de serviço, Porteiro 24h","Condomínio fechado, Permitido animais, Portão eletrônico",12.904,306.000,0,0,15.0,24/01,Florianópolis,88056500,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/casa-em-condominio-para-venda-possui-210-metros-quadrados-com-3-quartos-931390646
